Date,Open,High,Low,Close,Adj Close,Volume,MA_20,MA_50,SHORT_GR_LONG,Signal,Buy & Sell
2020-03-20,930.6781005859375,1025.1822509765625,921.267333984375,1008.3914794921875,998.3920288085938,29240849,1208.4897186279297,1368.8972229003907,0,,NULL
2020-03-23,907.5968627929688,941.0795288085938,867.4276733398438,875.748779296875,867.0646362304688,18769636,1178.677310180664,1355.7429138183593,0,0.0,NULL
2020-03-24,921.267333984375,960.8917236328125,887.388427734375,934.54150390625,925.2743530273438,21106643,1153.835287475586,1343.7713928222656,0,0.0,NULL
2020-03-25,954.7499389648438,1140.7369384765625,954.205078125,1072.087646484375,1061.45654296875,33749620,1137.2846710205079,1334.6290515136718,0,0.0,NULL
2020-03-26,1085.510498046875,1106.412353515625,1032.5623779296875,1056.1883544921875,1045.71484375,21111073,1121.1476348876954,1325.4520397949218,0,0.0,NULL
2020-03-27,1084.718017578125,1096.9024658203125,1036.376220703125,1055.593994140625,1045.1263427734375,19225132,1105.265676879883,1316.3730993652343,0,0.0,NULL
2020-03-30,1030.8287353515625,1064.7076416015625,1010.4221801757812,1020.7741088867188,1010.65185546875,13951078,1090.4956848144532,1306.3193994140624,0,0.0,NULL
2020-03-31,1063.8656005859375,1119.191162109375,1038.1593017578125,1103.2918701171875,1092.351318359375,20441125,1080.4707092285157,1297.0621484375,0,0.0,NULL
2020-04-01,1111.7120361328125,1114.0400390625,1035.3856201171875,1070.3045654296875,1059.6910400390625,19197220,1067.4739074707031,1288.109013671875,0,0.0,NULL
2020-04-03,1123.7974853515625,1123.7974853515625,1046.38134765625,1067.332763671875,1056.748779296875,19091236,1054.4845336914063,1279.0657348632812,0,0.0,NULL
2020-04-07,1091.7513427734375,1202.6005859375,1089.6710205078125,1194.7747802734375,1182.9271240234375,25093419,1049.2813598632813,1272.5821923828125,0,0.0,NULL
2020-04-08,1168.9197998046875,1217.459716796875,1149.107666015625,1180.9556884765625,1169.244873046875,23019764,1045.37587890625,1265.9510473632813,0,0.0,NULL
2020-04-09,1202.6005859375,1221.2239990234375,1181.7977294921875,1208.49462890625,1196.5108642578125,15244658,1050.6162048339843,1259.9756860351563,0,0.0,NULL
2020-04-13,1192.6448974609375,1203.5911865234375,1168.9197998046875,1177.98388671875,1166.302734375,10925447,1052.3794921875,1253.6872924804688,0,0.0,NULL
2020-04-15,1185.8096923828125,1224.3939208984375,1132.2672119140625,1139.0528564453125,1127.7578125,16301024,1056.6812133789062,1247.3097436523437,0,0.0,NULL
2020-04-16,1139.0528564453125,1176.2998046875,1134.2484130859375,1157.08203125,1145.608154296875,17285802,1059.7892517089845,1241.1322998046876,0,0.0,NULL
2020-04-17,1204.581787109375,1218.4503173828125,1181.4510498046875,1212.506591796875,1200.483154296875,15353792,1070.1064514160157,1236.7785668945312,0,0.0,NULL
2020-04-20,1214.4879150390625,1245.19677734375,1190.7132568359375,1232.1207275390625,1219.902587890625,16628269,1081.7857421875,1233.4530883789062,0,0.0,NULL
2020-04-21,1198.6380615234375,1240.2437744140625,1153.070068359375,1225.7313232421875,1213.5765380859375,28322996,1095.1020202636719,1230.5179125976563,0,0.0,NULL
2020-04-22,1307.605224609375,1371.895751953125,1287.79296875,1350.7957763671875,1337.40087890625,65848350,1117.1876678466797,1229.2737060546874,0,0.0,NULL
2020-04-23,1354.5106201171875,1372.8369140625,1340.592529296875,1358.0272216796875,1344.5606689453125,30211857,1134.6694549560548,1227.736279296875,0,0.0,NULL
2020-04-24,1337.4720458984375,1480.9124755859375,1334.5498046875,1403.6943359375,1389.77490234375,62296159,1161.066732788086,1226.927939453125,0,0.0,NULL
2020-04-27,1420.5347900390625,1461.1497802734375,1409.6380615234375,1416.32470703125,1402.280029296875,26989849,1185.1558929443358,1226.850673828125,0,0.0,NULL
2020-04-28,1436.384521484375,1441.7833251953125,1379.0777587890625,1414.7396240234375,1400.710693359375,36206232,1202.288491821289,1226.7030712890626,0,0.0,NULL
2020-04-29,1431.3323974609375,1440.000244140625,1406.666259765625,1413.5509033203125,1399.5338134765625,17303785,1220.1566192626954,1226.1919165039062,0,0.0,NULL
2020-04-30,1440.29736328125,1480.9124755859375,1424.5467529296875,1452.2342529296875,1437.83349609375,32926121,1239.9886322021484,1226.1067236328124,1,1.0,SELL
2020-05-04,1426.4783935546875,1451.24365234375,1404.14013671875,1421.7235107421875,1407.625244140625,24670336,1260.0361022949219,1225.3350390625,1,0.0,NULL
2020-05-05,1440.0498046875,1465.1121826171875,1433.61083984375,1446.9344482421875,1432.586181640625,20723079,1277.2182312011719,1224.8010986328125,1,0.0,NULL
2020-05-06,1450.2530517578125,1471.00634765625,1431.9267578125,1447.0335693359375,1432.6844482421875,18685710,1296.0546813964843,1224.454384765625,1,0.0,NULL
2020-05-07,1441.3375244140625,1499.4368896484375,1431.4315185546875,1492.7998046875,1477.9967041015625,23087436,1317.3280334472656,1225.237958984375,1,0.0,NULL
2020-05-08,1530.492431640625,1565.064697265625,1522.6666259765625,1547.134765625,1531.79296875,38887255,1334.9460327148438,1226.3870678710937,1,0.0,NULL
2020-05-11,1565.163818359375,1599.835205078125,1557.5361328125,1561.993896484375,1546.5047607421875,30959745,1353.9979431152344,1228.1870068359376,1,0.0,NULL
2020-05-12,1550.1065673828125,1553.6231689453125,1451.24365234375,1465.35986328125,1450.8289794921875,46465281,1366.8412048339844,1228.8665649414063,1,0.0,NULL
2020-05-13,1527.0,1527.0,1454.0,1496.449951171875,1481.6107177734375,30657492,1382.7645080566406,1230.733564453125,1,0.0,NULL
